2003,spring,2003-04-09,"Elaina Rose, Department of Economics, University of Washington",,
2003,spring,2003-04-16,"Lara Wolfson, World Health Organization",,
2003,spring,2003-04-23,"Jacob Wegelin/Thomas Richardson/Alice Taff, Department of Epidemiology and Preventative Medicine, UC Davis",,
2003,spring,2003-04-30,"Mike Ward, Department of Political Science, University of Washington",,
2003,spring,2003-05-07,"Peter Smith, Department of Social Statistics, Southampton",,
2003,spring,2003-05-14,"John Miyamoto, Department of Psychology, University of Washington",,
2003,spring,2003-05-21,"Shripad Tuljapurkar, Stanford Biological Sciences",,
2003,spring,2003-05-28,"Eric Zivot, Department of Economics, University of Washington",,
2003,spring,2003-06-04,"Kevin Quinn, Michael Hechter, Eric Wibbels, Departments of Political Science and Sociology, University of Washington",,
2004,fall,2004-10-13,"James Moody, Department of Sociology, Ohio State University",,
2004,fall,2004-10-20,"Michael Schweinberger, CSSS Visiting Scholor, Department of
Sociology, University of Groningen, the Netherlands",,
2004,fall,2004-10-27,"Tamas Rudas, CSSS Visiting Faculty, Department of Statistics,
Faculty of Social Sciences, Eotvos Lorand University in Budapest, Hungary",,
2004,fall,2004-11-03,"Sibel Sirakaya, CSSS Core Faculty Member, Departments of Economics
and Statistics, University of Washington",,
2004,fall,2004-11-10,"Lan Shi, Department of Economics, University of Washington",,
2004,fall,2004-11-17,"Steve Durlauf, Department of Economics, University of
Wisconsin",,
2004,fall,2004-12-15,"Stephen Fienberg, Carnegie Mellon University",,
2004,winter,2004-01-21,"Mark Ellis, Department of Geography, University of Washington",,
2004,winter,2004-01-28,"Michael Chwe, Department of Political Science, UCLA",,
2004,winter,2004-02-04,"Bill McDiarmid, College of Education, University of Washington",,
2004,winter,2004-02-11,"Andreas Weigend, Amazon.com",,
2004,winter,2004-02-18,"Darryl Holman, Department of Anthropology, University of Washington",,
2004,winter,2004-02-25,"Earl Hunt, Department of Psychology, University of Washington",,
2004,winter,2004-03-03,"Ted Mouw, Department of Sociology, University of North Carolina-Chapel Hill",,
2004,winter,2004-03-10,TBA,,
2004,spring,2004-04-07,"Francesco Billari, Institute of Quantitative Methods, Universita
Bocconi and IGIER",,
2004,spring,2004-04-14,"Beth Hirsh, Lowell Hargens, Barbara Reskin, and Mark Handcock,
Department of Sociology, University of Washington",,
2004,spring,2004-04-21,"Alejandro Murua, Department of Statistics, University of Washington",,
2004,spring,2004-04-28,"Adrian Raftery, Departments of Statistics and Sociology,
University of Washington",,
2004,spring,2004-05-05,"David Takeuchi, University of Washington School of Social work",,
2004,spring,2004-05-12,"Scott Long, Department of Sociology, Indiana University",,
2004,spring,2004-05-19,"Bill Talbott, Department of Philosophy, University of Washington",,
2004,spring,2004-05-26,"Kevin Quinn, Department of Government, Harvard University",,
2004,spring,2004-06-02,"Iain Pardoe, Department of Decision Sciences, Lundquist School of
Business University of Oregon",,
2005,fall,2005-10-05,"Oliver Schulte,  Simon Fraser University",,
2005,fall,2005-10-12,"Lowell Hargens, Department of Sociology, UW",,
2005,fall,2005-10-19,"Marijtje van Duijn,  University of Groningen",,
2005,fall,2005-10-26,"Tim Hesterberg,  Insightful Corporation",,
2005,fall,2005-11-02,"John M. Roberts, Jr.  University of New Mexico",,
2005,fall,2005-11-09,"Assaf Oron,  Department of Statistics, UW",,
2005,fall,2005-11-16,"Jerry Herting,  UW Sociology and Nursing",,
2005,fall,2005-11-30,"Mark Handcock, UW Departments of Statistics and Sociology, and CSSS",,
2005,fall,2005-12-07,"Andrew Noymer, University of California, Berkeley",,
2005,winter,2005-01-12,"Dick Startz, Department of Economics, University of Washington",,
2005,winter,2005-01-26,"Peter Dodds, Institute for Social and Economic Research, Columbia
University",,
2005,winter,2005-02-02,"Chris Papageorgiou,	Department of Economics, Louisiana State
University",,
2005,winter,2005-02-09,"Samuel Wang, Department of Molecular Biology and Program in
Neuroscience, Princeton University",,
2005,winter,2005-02-10,"Giuseppe Ragusa, Department of Economics, University of
California, San Diego",,
2005,winter,2005-02-11,"Giuseppe Ragusa, Department of Economics, University of
California, San Diego",,
2005,winter,2005-02-16,"Earl Hunt, Department of Psychology, University of Washington",,
2005,winter,2005-02-23,"David Layton, Evans School of Public Affairs, University of
Washington",,
2005,winter,2005-02-23,"Alejandro Murua, Department of Statistics, University of
Washington",,
2005,winter,2005-02-24,"Alejandro Murua, Department of Statistics, University of
Washington",,
2005,winter,2005-02-24,"Stanislav Kolenikov, Department of Statistics, University of North
Carolina, Chapel Hill",,
2005,winter,2005-02-25,"Stanislav Kolenikov, Department of Statistics, University of North
Carolina, Chapel Hill",,
2005,winter,2005-03-02,"Anna Karlin, Department of Computer Science, University of
Washington",,
2005,winter,2005-03-09,"Chris Adolph, Department of Political Science and
CSSS, University of Washington",,
2005,spring,2005-04-06,"Maya Gupta, Department of Electical Engineering, University of
Washington",,
2005,spring,2005-04-13,"Brendan Murphy, Department of Statistics, Trinity College,
Dublin",,
2005,spring,2005-04-20,CSSS Core Faculty,,
2005,spring,2005-04-27,"Randall Kuhn, Institute of Behavioral Science Population Program,
University of Colorado at Boulder","""What if we could use a
Socially-defined Measure of Migration-Specific Social
Capital?""",Seminar-27-apr.shtml
2005,spring,2005-05-04,"Kosuke Imai, Deparment of Politics, Princeton University",,
2005,spring,2005-05-11,"Andrew Zhou, Department of Biostatistics, University of
Washington",,
2005,spring,2005-05-18,"Peter Hoff, Department of Statistics, University of
Washington",,
2005,spring,2005-05-25,"Adrian Raftery, Department of Statistics, University of
Washington",,
2005,spring,2005-06-01,"Christina Gathman, Department of Economics, Stanford
University",,
2006,fall,2006-10-04,"Xavier de Luna,
 Umea University (Sweden)",,
2006,fall,2006-10-05,Ming Yuan,Ming Yuan,http://www2.isye.gatech.edu/~myuan/
2006,fall,2006-10-11,Danyel Fisher,Danyel Fisher,http://research.microsoft.com/~danyelf/
2006,fall,2006-10-18,"Joachim Voss, 
UW School of Nursing",,
2006,fall,2006-10-25,Lourdes Inoue,Lourdes Inoue,http://sphcm.washington.edu/faculty/fac_bio.asp?url_ID=Inoue_Lurdes
2006,fall,2006-11-01,Richard Scheines,Richard Scheines,http://www.hss.cmu.edu/philosophy/faculty-scheines.php
2006,fall,2006-11-08,Cosma Shalizi,Cosma Shalizi,http://www.cscs.umich.edu/~crshalizi/
2006,fall,2006-11-15,Alessandro Rinaldo,Alessandro Rinaldo,http://www.stat.cmu.edu/~arinaldo/
2006,fall,2006-11-22,Assaf Eliyahu-Oron,Assaf Eliyahu-Oron,http://www.stat.washington.edu/assaf/
2006,fall,2006-11-29,Silviu Cucerzan,Silviu Cucerzan,http://research.microsoft.com/users/silviu/
2006,fall,2006-12-06,Kirsten Foot,Kirsten Foot,http://www.com.washington.edu/Program/Faculty/Faculty/foot.html
2006,winter,2006-01-11,Special Blalock Seminar,,
2006,winter,2006-01-18,"James Holland Jones,  Department of Anthropological Sciences",,
2006,winter,2006-02-01,"Ron Schoenberg, Aptech Systems",,
2006,winter,2006-02-02,Tanja Srebotnjak,,
2006,winter,2006-02-08,"Elena Erosheva, Emily Walton, and David Takeuchi",,
2006,winter,2006-02-22,Adrian Dobra,,
2006,winter,2006-03-01,Mike Ward,,
2006,winter,2006-03-08,"Mark Handcock, Departments of Statistics and Sociology",,
2006,spring,2006-03-29,"Claudia Czado, Munich University of Technology",,
2006,spring,2006-04-05,"Erin Leahey, Department of Sociology,",,
2006,spring,2006-04-12,"Jon Wakefield, Department of Statistics and Biostatistics",,
2006,spring,2006-04-19,"Brian Flaherty, Department of Psychology",,
2006,spring,2006-04-26,"Matt A. Barreto, Department of Political Science",,
2006,spring,2006-05-03,"Chih Ming Tan, Department of Economics",,
2006,spring,2006-05-10,"Susan Joslyn, Department of Psychology",,
2006,spring,2006-05-17,"Leigh Johnson, Centre for Actuarial Research",,
2006,spring,2006-05-24,TBA,,
2006,spring,2006-05-31,Peter Hoff,,
2007,fall,2007-10-03,Vladimir Minin,Vladimir Minin,http://www.stat.washington.edu/vminin
2007,fall,2007-10-10,M.J. (Susie) Bayarri,M.J. (Susie) Bayarri,http://www.uv.es/~bayarri
2007,fall,2007-10-17,Matthew Jackson,Matthew Jackson,http://www.stanford.edu/~jacksonm/
2007,fall,2007-10-24,Kevin P. Murphy,Kevin P. Murphy,http://www.cs.ubc.ca/~murphyk/
2007,fall,2007-10-31,Valen E. Johnson,Valen E. Johnson,http://gsbs.uth.tmc.edu/tutorial/johnson_v.html
2007,fall,2007-11-07,Jerome P. Reiter,Jerome P. Reiter,http://www.stat.duke.edu/~jerry
2007,fall,2007-11-14,Richard Startz,Richard Startz,http://www.econ.washington.edu/user/startz/
2007,fall,2007-11-21,"Ivan Jeliazkov, 
Assistant Professor of Economics, Department of Economics, University of California, Irvine",,
2007,fall,2007-11-28,Mark F.J. Steel,Mark F.J. Steel,http://www.warwick.ac.uk/go/msteel/
2007,fall,2007-12-05,Sibel Sirakaya,Sibel Sirakaya,http://faculty.washington.edu/sirakaya/
2007,winter,2007-01-08,Kevin Quinn,Kevin Quinn,http://www.people.fas.harvard.edu/~kquinn/
2007,winter,2007-01-10,Jane-Ling Wang,Jane-Ling Wang,http://anson.ucdavis.edu/~wang/
2007,winter,2007-01-17,"Andrew Koehler, 
Los Alamos National Laboratory",,
2007,winter,2007-01-24,David Dunson,David Dunson,http://www.isds.duke.edu/~dunson/
2007,winter,2007-01-31,Chris Adolph,Chris Adolph,http://faculty.washington.edu/cadolph/
2007,winter,2007-02-07,Wesley Johnson,Wesley Johnson,http://www.ics.uci.edu/~wjohnson/
2007,winter,2007-02-14,"Gary Segura, UW Department of Political Science",,
2007,winter,2007-02-21,Jasmine Zhou,Jasmine Zhou,http://zhoulab.usc.edu
2007,winter,2007-02-28,Brani Vidakovic,Brani Vidakovic,http://www2.isye.gatech.edu/~brani/
2007,winter,2007-03-07,Josh Tenenbaum,Josh Tenenbaum,http://web.mit.edu/cocosci/josh.html
2007,spring,2007-03-28,Brian Caffo,Brian Caffo,http://www.biostat.jhsph.edu/~bcaffo/
2007,spring,2007-04-04,"Nathan Woods, 
Economist, Welch Consulting",,
2007,spring,2007-04-11,"Veronika Czellar, 
Department of Economics, University of Washington and Swiss National Science
Foundation",,
2007,spring,2007-04-18,Gary King,Gary King,http://gking.harvard.edu/
2007,spring,2007-04-25,"Mahlet Tadesse, 
Department of Epidemiology & Biostatistics, University of Pennsylvania School of Medicine",,
2007,spring,2007-05-02,CSSS Faculty and Affiliates,,
2007,spring,2007-05-09,"Rodolfo Espino, 
Department of Political Science, Arizona State University",,
2007,spring,2007-05-16,Shane T. Jensen,Shane T. Jensen,http://stat.wharton.upenn.edu/~stjensen/
2007,spring,2007-05-23,"Stanley Pounds, 
Department of Biostatistics, St. Jude Children's Research Hospital",,
2007,spring,2007-05-30,Claudia Tarantola,Claudia Tarantola,http://economia.unipv.it/pagp/pagine_personali/ctaranto/tarantola.htm
2007,spring,2007-06-07,Kenneth Rice,Kenneth Rice,http://sphcm.washington.edu/faculty/fac_bio.asp?url_ID=Rice_Kenneth
2008,fall,2008-10-01,Matt A. Barreto,Matt A. Barreto,http://faculty.washington.edu/mbarreto/
2008,fall,2008-10-08,Raquel Prado,Raquel Prado,http://www.soe.ucsc.edu/~raquel/
2008,fall,2008-10-15,Raffaella Piccarreta,Raffaella Piccarreta,http://faculty.unibocconi.eu/raffaellapiccarreta/
2008,fall,2008-10-22,Yuguo Chen,Yuguo Chen,http://www.stat.uiuc.edu/people/faculty/chen.shtml
2008,fall,2008-10-29,Matthew Salganik,Matthew Salganik,http://sociology.princeton.edu/Faculty/Salganik/
2008,fall,2008-11-05,Brian P. Flaherty,Brian P. Flaherty, http://faculty.washington.edu/bxf4/index.shtml
2008,fall,2008-11-12,Jennifer L. Romich,Jennifer L. Romich,http://depts.washington.edu/sswweb/directory/p.php?id=75
2008,fall,2008-11-19,"Alex Lenkoski, Department of Statistics, University of Washington",,
2008,fall,2008-11-26,"Norman Breslow, 

Professor, Biostatistics
University of Washington",,
2008,fall,2008-12-03,Abel Rodriguez,Abel Rodriguez,http://www.soe.ucsc.edu/~abel/Welcome.html
2008,winter,2008-01-09,Stephen E. Fienberg,Stephen E. Fienberg,http://www.stat.cmu.edu/~fienberg/
2008,winter,2008-01-16,Susan Joslyn,Susan Joslyn,http://faculty.washington.edu/susanj/
2008,winter,2008-01-23,Pedro Domingos,Pedro Domingos,http://www.cs.washington.edu/homes/pedrod/
2008,winter,2008-01-30,Christopher J.L. Murray,Christopher J.L. Murray,http://sphcm.washington.edu/faculty/fac_bio.asp?url_ID=Murray_Christopher
2008,winter,2008-02-06,Yonatan Eyal,Yonatan Eyal,http://www.huji.ac.il/huji/eng/index_e.htm
2008,winter,2008-02-13,Thomas Lumley,Thomas Lumley,http://sphcm.washington.edu/faculty/fac_bio.asp?url_ID=Lumley_Thomas
2008,winter,2008-02-20,Garett Glasgow,Garett Glasgow,http://www.polsci.ucsb.edu/faculty/glasgow/
2008,winter,2008-02-27,Seik Kim,Seik Kim,http://faculty.washington.edu/seikkim/
2008,winter,2008-03-05,Bani Mallick,Bani Mallick,http://www.stat.tamu.edu/~bmallick/
2008,winter,2008-03-12,Mike West,Mike West,http://www.isds.duke.edu/~mw/
2008,spring,2008-04-02,Chris Hans,Chris Hans,http://www.stat.osu.edu/~hans
2008,spring,2008-04-09,"Dan Nagin, 

Teresa and H. John Heinz III Professor of Public Policy and Statistics, 
Carnegie Mellon University",,
2008,spring,2008-04-16,Charles F. Manski,Charles F. Manski,http://faculty.wcas.northwestern.edu/~cfm754/
2008,spring,2008-04-23,(,,
2008,spring,2008-04-30,Sam Clark,Sam Clark,http://www.samclark.net/
2008,spring,2008-05-07,Paul D. Allison,Paul D. Allison,http://www.ssc.upenn.edu/~allison
2008,spring,2008-05-14,Mara Tableman,Mara Tableman,http://www.mth.pdx.edu/~mara
2008,spring,2008-05-21,"
",Tamas Rudas,http://statisztika.tatk.elte.hu/tanszeki_honlap/Rudas_Tamas.htm
2008,spring,2008-05-28,CSSS Faculty,,
2008,spring,2008-06-04,Patrick Doreian,Patrick Doreian,http://patrickdoreian.com
2009,fall,2009-09-30,Eric Xing,Eric Xing,http://www.cs.cmu.edu/~epxing/
2009,fall,2009-10-07,Christopher Adolph,Christopher Adolph,http://faculty.washington.edu/cadolph/
2009,fall,2009-10-14,Sylvia Richardson,Sylvia Richardson,https://www1.imperial.ac.uk/medicine/people/sylvia.richardson/
2009,fall,2009-10-21,Ben Hansen,Ben Hansen,http://www.stat.lsa.umich.edu/faculty/hansen.html
2009,fall,2009-10-28,"
Yang Yang","
Yang Yang",http://sociology.uchicago.edu/people/faculty/yang.shtml
2009,fall,2009-11-04,"
Sabrina Oesterle","
Sabrina Oesterle",http://depts.washington.edu/sswweb/faculty/facpage.php?id=295
2009,fall,2009-11-11,Veteran's Day - No Seminar,,
2009,fall,2009-11-18,Claus Portner,Claus Portner,http://faculty.washington.edu/cportner/
2009,fall,2009-11-25,Miruna Petrescu-Prahova,Miruna Petrescu-Prahova,http://www.stat.washington.edu/people/people.php?id=365
2009,fall,2009-12-02,W. Whipple Neely,W. Whipple Neely,http://www.stat.washington.edu/people/people.php?id=343
2009,fall,2009-12-09,Adrian Raftery,Adrian Raftery,http://www.stat.washington.edu/raftery/
2009,winter,2009-01-07,Thomas Richardson,Thomas Richardson,https://www.stat.washington.edu/people/tsr/
2009,winter,2009-01-14,Pavel Krivitsky,Pavel Krivitsky,http://www.stat.washington.edu/people/people.php?id=254
2009,winter,2009-01-21,Paul Sampson,Paul Sampson,https://www.stat.washington.edu/people/pds/
2009,winter,2009-01-28,Elena Erosheva,Elena Erosheva,https://www.stat.washington.edu/people/elena/
2009,winter,2009-02-04,Caren Marzban,Caren Marzban, http://faculty.washington.edu/marzban/
2009,winter,2009-02-11,Michael Schweinberger,Michael Schweinberger,http://www.stat.washington.edu/people/people.php?id=282
2009,winter,2009-02-18,Thomas Richardson,Thomas Richardson,https://www.stat.washington.edu/people/tsr/
2009,winter,2009-02-25,Krista J. Gile,Krista J. Gile,http://www.nuffield.ox.ac.uk/users/gilek/
2009,winter,2009-03-04,Thordis Thorarinsdottir,Thordis Thorarinsdottir,http://www.research.att.com/~volinsky
2009,winter,2009-03-11,Chris Volinsky,Chris Volinsky,http://www.stat.washington.edu/people/people.php?id=159
2009,spring,2009-04-01,Bala Rajaratnam,Bala Rajaratnam,http://www-stat.stanford.edu/people/students/index.html
2009,spring,2009-04-08,David van Dyk,David van Dyk,http://www.ics.uci.edu/~dvd/
2009,spring,2009-04-15,Ian Dinwoodie,Ian Dinwoodie,http://www.stat.duke.edu/~ihd/
2009,spring,2009-04-22,Presentation of CSSS Courses,,
2009,spring,2009-04-29,"
Jon A. Krosnick","
Jon A. Krosnick",http://communication.stanford.edu/faculty/krosnick.html
2009,spring,2009-05-06,Aleksandra Slavkovic,Aleksandra Slavkovic,http://www.stat.psu.edu/~sesa/
2009,spring,2009-05-13,Mayetri Gupta,Mayetri Gupta,http://people.bu.edu/gupta/
